flow	speed
1784.074525	57.1
1329.533245	56.7
1170.443797	61.1
1704.529801	59
1818.165121	56.7
1477.259161	58.2
1318.169713	60
1590.894481	58.9
1454.532097	59.7
1431.805033	54.6
1920.436909	57.5
1556.803885	49.2
1295.442649	60.7
1874.982781	56.2
1352.260309	59.5
1613.621545	57
1181.807329	56.8
1874.982781	51
1340.896777	60
1249.988521	60
1454.532097	62
1568.167417	61.6
1602.258013	60.3
1488.622693	58.8
1147.716733	60.9
1397.714437	59.3
1897.709845	58.5
1784.074525	54.9
1170.443797	59.5
1909.073377	56.9
1602.258013	60.7
1602.258013	57
1568.167417	58.9
1284.079117	58.6
1602.258013	58.3
1386.350905	58.7
1511.349757	60.4
1795.438057	54
1090.899073	57.9
2056.799293	59.8
1806.801589	55.7
1272.715585	57.3
1545.440353	56.8
1056.808477	57.2
1499.986225	57.5
1068.172009	59.4
1579.530949	58.9
1159.080265	53.8
1522.713289	61.2
1181.807329	55.7
1613.621545	53.1
1329.533245	53.2
1374.987373	51.5
1715.893333	51.9
1806.801589	49.9
1227.261457	54.8
1874.982781	54
1579.530949	55.7
1806.801589	54.2
1852.255717	52.2
1761.347461	53.3
1681.802737	52.7
1409.077969	55.4
1886.346313	52.6
1715.893333	55.9
1306.806181	55
1818.165121	56.1
1386.350905	56.5
1556.803885	56.1
1636.348609	54.4
1772.710993	50.4
1761.347461	54.1
1556.803885	56.4
1397.714437	56.4
1590.894481	56.5
1727.256865	57.9
1295.442649	60.4
1431.805033	57.2
1420.441501	60.5
1170.443797	60.1
1477.259161	57.9
1636.348609	59.1
1363.623841	58.5
1784.074525	56.5
1056.808477	58.4
1420.441501	59.3
1159.080265	60.3
1340.896777	53.9
1852.255717	52.1
1715.893333	56.3
1965.891037	53.7
1886.346313	51.6
1647.712141	54.2
1556.803885	58.5
1784.074525	54
1443.168565	59
1681.802737	57.7
1772.710993	56.1
1624.985077	56.6
1227.261457	59.7
1761.347461	56.8
1670.439205	54.8
1852.255717	56.4
1556.803885	54.8
1499.986225	52.3
1852.255717	54.9
1738.620397	56.1
1511.349757	57.8
1659.075673	54.6
1738.620397	47.2
1727.256865	42.7
1715.893333	43.3
1602.258013	40.7
1647.712141	37.3
1943.163973	37.4
1477.259161	40.8
1499.986225	48
1749.983929	49.1
1681.802737	50.4
1863.619249	47.2
2079.526357	43.3
1624.985077	42
1897.709845	42.5
1840.892185	43.5
1988.618101	46.8
1727.256865	49.5
1727.256865	53.4
1340.896777	54.4
1863.619249	52.8
1806.801589	52.1
2113.616953	47.9
1829.528653	43.7
1613.621545	46.8
1749.983929	42.7
1806.801589	44.4
1818.165121	47.1
1863.619249	48.9
1749.983929	46.9
2022.708697	45.2
1659.075673	46.6
2011.345165	50.9
1704.529801	49
1965.891037	55
1613.621545	53.4
1181.807329	60
1795.438057	55.5
1420.441501	58
1624.985077	54.5
1818.165121	48.1
1590.894481	47.1
1556.803885	55.7
1818.165121	56.4
1579.530949	57.6
1056.808477	60.6
1454.532097	58.2
1363.623841	57.2
1329.533245	57.1
1511.349757	59.7
1215.897925	57.1
1443.168565	59.3
1874.982781	57.6
1624.985077	56.3
1465.895629	56.4
1568.167417	57.8
1454.532097	52.2
1363.623841	61.3
1545.440353	51.6
1306.806181	56.1

2136.344017	53.7
1215.897925	60
1852.255717	56
1511.349757	55.9
1840.892185	56
1204.534393	54.2
1443.168565	58.8
1647.712141	54.5
1329.533245	59
931.809625	58.1
1306.806181	59.8
2045.435761	53.8
1454.532097	53.5
1670.439205	54.9
1727.256865	57.4
1295.442649	59
1647.712141	57.4
1488.622693	55
1659.075673	57.6
1295.442649	52.1
1522.713289	55.1
1534.076821	56.4
1772.710993	57.4
1636.348609	57.2
1545.440353	56.6
1443.168565	62.2
1909.073377	56.3
1613.621545	56.7
1738.620397	59.2
1374.987373	58
1465.895629	58.3
1590.894481	58.1
1227.261457	61.2
1795.438057	55.2
1499.986225	59.9
1704.529801	56.2
1352.260309	59
1477.259161	59.4
1499.986225	60.7
1215.897925	59.7
1602.258013	59.8
1511.349757	58.1
1443.168565	58.4
1636.348609	56.2
1534.076821	54.7
1499.986225	56.8
1522.713289	59.3
1397.714437	59.3
1590.894481	56.6
1556.803885	56.9
1477.259161	55
1795.438057	52.1
1568.167417	39.7
1465.895629	40.5
1227.261457	38.6
1318.169713	33.3
1318.169713	20.3
1227.261457	22
1204.534393	25.2
1306.806181	26.8
1454.532097	33
1568.167417	36.7
1727.256865	39.5
1511.349757	34.2
1079.535541	20.6
1443.168565	19.1
1204.534393	15.7
1022.717881	11.8
988.627285	10.3
1124.989669	12
1227.261457	21.9
1397.714437	26.9
1499.986225	29.1
1443.168565	32.1
1454.532097	33.1
1340.896777	21.2
1034.081413	24.1
1454.532097	27.5
1397.714437	34.5
1431.805033	39.5
1386.350905	33.3
1363.623841	26
1249.988521	28.9
1352.260309	24.2
1124.989669	14.6
1079.535541	12.1
1363.623841	21.2
1102.262605	15.8
1193.170861	13
1022.717881	14.2
1340.896777	19.1
1079.535541	13.7
988.627285	12.2
1227.261457	27.1
1431.805033	31.1
1284.079117	33.6
1556.803885	30.9
1556.803885	30.3
1511.349757	31.3
1318.169713	29.5
1727.256865	32.3
1374.987373	31.8
1636.348609	37.9
1397.714437	36.9
1363.623841	39.9
1522.713289	37.4
1715.893333	36.9
1636.348609	38.7
1613.621545	37.1
1522.713289	38.4
1420.441501	40.3
1897.709845	42.5
1318.169713	44.8
1397.714437	54.6
1431.805033	54.1
1249.988521	54.8
1374.987373	54
1568.167417	52.1
1806.801589	52.3
1420.441501	53.7
1420.441501	54.9
1670.439205	53.8
1659.075673	53
1681.802737	51.6
1761.347461	50.8
1499.986225	54.9
1693.166269	52.4
1693.166269	55.7
1488.622693	55
1340.896777	46.6
1579.530949	56.8
1409.077969	58.6
897.719029	63.4
943.173157	55.8
1738.620397	55.6
1318.169713	59.6
1306.806181	60
1545.440353	50.6
1397.714437	54.1
988.627285	61.9
1340.896777	59.9
1181.807329	58.8
1352.260309	54.7
1306.806181	57.3
1386.350905	59.3
1499.986225	58.3
1159.080265	57.7
1431.805033	59.2
1306.806181	59.5
1534.076821	58.7
1147.716733	61.8
1102.262605	59.7
1420.441501	59.4
693.175452	62.6
1431.805033	60.2
1488.622693	57.9
1386.350905	58.1
1477.259161	55
1454.532097	59.7
1556.803885	59
1124.989669	57.5
1477.259161	61.1
1215.897925	61.1
1079.535541	51.8
1295.442649	55.8
1386.350905	57.5
988.627285	58.4
852.264901	61
1261.352053	58.9
1284.079117	54.7
1261.352053	51.4
1170.443797	61.2
1113.626137	62
1102.262605	62.1
1306.806181	59.5
1409.077969	61.9
1477.259161	60.1
1204.534393	60.1
1249.988521	60.2
1056.808477	60.3
1465.895629	60.2
1624.985077	57.1
1249.988521	58
1431.805033	59.7
1772.710993	55.6
1363.623841	56
1204.534393	57
1113.626137	58
1840.892185	58.1
1249.988521	60.3
920.446093	60
1227.261457	59.2
1681.802737	58.2
1034.081413	63.8
1386.350905	63.7
738.62958	62.1
1238.624989	59.3
1261.352053	55.3
1170.443797	56.2
897.719029	59.9
1374.987373	61.1
1090.899073	60.3
909.082561	59.7
1193.170861	59.8
1545.440353	60.9
1306.806181	51.7
1374.987373	58.2
1284.079117	59.3
1215.897925	57.6
1215.897925	60.9
1352.260309	59.6
1022.717881	58.8
1045.444945	60.8
1113.626137	62.2
1443.168565	60.7
1238.624989	58.7
806.810772	66.6
943.173157	59.4
1113.626137	61.7
1386.350905	58.7
1261.352053	59
1147.992383	57.6
937.136639	60.1
1581.418079	60.3
1382.276543	58.7
1007.421887	61.9
1265.134463	61.2
1499.418623	56.6
1265.134463	59.8
1112.849759	62.3
1663.417535	57.8
1382.276543	61.2
1452.561791	60.7
1171.420799	60.8
1604.846495	61
866.851391	59.2
1347.133919	57.1
1417.419167	59.8
1147.992383	60
1663.417535	62.1
1452.561791	59.8
1089.421343	59.6
1347.133919	61.3
1522.847039	62
1593.132287	57.9
1007.421887	58.7
1253.420255	62.1
1358.848127	56.9
1101.135551	59
1112.849759	59.8
1159.706591	60.8
1452.561791	60.3
1475.990207	61.1
1557.989663	60.7
1639.989119	59.3
1229.991839	57.6
1487.704415	61
1534.561247	59.1
1393.990751	62.7
1077.707135	60.3
1241.706047	62.2
1663.417535	58.1
1147.992383	56.8
1382.276543	56.2
1347.133919	60.4
1171.420799	59.3
1897.701695	58.1
1265.134463	59.3
1241.706047	62.9
1335.419711	64.7
1253.420255	58.8
1382.276543	55.1
1136.278175	60.9
1417.419167	59.8
1089.421343	58.6
1546.275455	57.2
1686.845951	61.5
1745.416991	59
1417.419167	54.8
1628.274911	58.6
1616.560703	60.6
1710.274367	60.3
995.707679	59.8
1663.417535	62.4
1557.989663	59.1
1229.991839	57.1
1628.274911	58.6
1229.991839	61.8
1323.705503	61.4
1300.277087	59.6
1335.419711	62.6
1499.418623	59.3
1475.990207	60.6
1077.707135	60.6
1429.133375	58.8
1511.132831	61.8
1757.131199	61.3
1124.563967	60.6
1393.990751	59.9
1745.416991	58.2
1171.420799	60.5
1698.560159	61.7
1405.704959	61.6
1253.420255	58.3
1522.847039	59.4
1628.274911	57.2
1300.277087	61.3
1499.418623	60.7
1101.135551	62
1300.277087	60.2
1616.560703	60.2
1815.702239	57.1
1417.419167	60.4
1440.847583	60.2
1253.420255	62.3
1417.419167	59.7
972.279263	61.7
1991.415359	57.5
1429.133375	59.6
1909.415903	56.1
2026.557983	57.4
1124.563967	61.6
1604.846495	62.7
784.851935	63.1
1862.559071	61
1370.562335	63.9
1147.992383	55.4
1733.702783	50.3
1429.133375	58.6
1382.276543	62.9
1159.706591	60.7
1546.275455	59.4
1452.561791	60.1
1522.847039	56.9
1288.562879	57.4
1604.846495	59.5
1499.418623	59.2
1452.561791	61.9
1464.275999	58.4
1534.561247	59.1
1651.703327	60.2
1147.992383	59.8
1546.275455	57
1569.703871	59.7
1874.273279	61
1229.991839	61.2
1077.707135	60.9
1651.703327	55.2
1265.134463	58.4
1511.132831	61.2
960.565055	60.2
1991.415359	56.5
1511.132831	60.4
1370.562335	56.7
2108.557439	56.4
1581.418079	54
1991.415359	59.8
1194.849215	60.2
1288.562879	59.7
1663.417535	60.3
1499.418623	55.7
1815.702239	55.5
1417.419167	58
1698.560159	58.8
1452.561791	57.7
1909.415903	56.8
1827.416447	56.1
2096.843231	57.5
1651.703327	58.8
1276.848671	61.2
1136.278175	59.6
1440.847583	58
1171.420799	61.3
1616.560703	58.1
1323.705503	60.8
1850.844863	58.6
1651.703327	52
1475.990207	60.3
1874.273279	59
2108.557439	56.4
1628.274911	57.7
1792.273823	57.9
1932.844319	54.7
1698.560159	55.7
1780.559615	59.7
1839.130655	57.1
1089.421343	62.5
1347.133919	59.6
1616.560703	57.5
1604.846495	56.4
1956.272735	55.7
1815.702239	61.4
1300.277087	62.1
1030.850303	60.1
1874.273279	57.5
1452.561791	60.4
1839.130655	60.7
1417.419167	60
1323.705503	57.9
1616.560703	57.5
1475.990207	58.2
2108.557439	53.9
1347.133919	52.9
1593.132287	57.5
1124.563967	59.4
1557.989663	59.3
1616.560703	60.1
1616.560703	56
1803.988031	58.1
1417.419167	61
1487.704415	57.2
1839.130655	52.9
1639.989119	57.2
2026.557983	54.4
1557.989663	57.6
1651.703327	57.6
1335.419711	57.6
1885.987487	56.3
1827.416447	58.5
1370.562335	63.1
1780.559615	59.3
1522.847039	56.4
1956.272735	55.2
1710.274367	57.6
1686.845951	58.9
1557.989663	57.9
1429.133375	57.1
1604.846495	59.3
1803.988031	57.2
1710.274367	56.5
1768.845407	57.4
1499.418623	57.7
1710.274367	50.9
1358.848127	54.7
1593.132287	58.4
1698.560159	57.3
1686.845951	59.2
1042.564511	60.3
2014.843775	58.7
1616.560703	58.8
1241.706047	58.9
1358.848127	60.1
1382.276543	58.4
1686.845951	54.9
1909.415903	57
1991.415359	53.9
1440.847583	59.6
1218.277631	60.4
1405.704959	60.5
1393.990751	60.4
1429.133375	57.2
1850.844863	56
1757.131199	56
1522.847039	59.1
1686.845951	57.1
1897.701695	57.9
1639.989119	60.6
1347.133919	58
1604.846495	57.9
1839.130655	54.1
1686.845951	56.8
1639.989119	58
1522.847039	58.5
1616.560703	58.4
1686.845951	58.9
1557.989663	62.3
1675.131743	59
1710.274367	51.7
1440.847583	59.9
2143.700063	53.2
1651.703327	59.4
1265.134463	61.5
1546.275455	61.9
1757.131199	54.7
1967.986943	57.4
1534.561247	59.3
2049.986399	60
1464.275999	62
1710.274367	55.9
1651.703327	60.3
2026.557983	57.8
1780.559615	59.4
1464.275999	60.5
1358.848127	58.9
1815.702239	58.9
1792.273823	56
1721.988575	58.2
1522.847039	58.1
1546.275455	55.5
1675.131743	57.8
1452.561791	58.7
1604.846495	56.8
1569.703871	58.7
1792.273823	58.6
1909.415903	54.2
1991.415359	52.8
1593.132287	56.7
1710.274367	56.6
1335.419711	60
1604.846495	58.4
1487.704415	60.1
1464.275999	59.8
1604.846495	57.9
1452.561791	60.7
1370.562335	59.6
1639.989119	59.1
1850.844863	58.8
1171.420799	59.9
1557.989663	61.1
1686.845951	59.3
1206.563423	58.8
1839.130655	53
1721.988575	56.9
1757.131199	58.5
1370.562335	60
1440.847583	58
1557.989663	58.1
1288.562879	61.1
1276.848671	61.2
1393.990751	60.1
1546.275455	60
1440.847583	61.2
1616.560703	58.8
1850.844863	56.8
1581.418079	57.5
1628.274911	59.8
1745.416991	58.7
1862.559071	57.4
1721.988575	60.1
1475.990207	59.6
1452.561791	58
1499.418623	61
1487.704415	56.4
1604.846495	58.4
1593.132287	59.8
1546.275455	60.1
1686.845951	60
1265.134463	61.2
1440.847583	60.6
1698.560159	60.7
1780.559615	61.9
1721.988575	59.2
1757.131199	59.8
1757.131199	59.2
1440.847583	59.4
1475.990207	61.1
1581.418079	56
1581.418079	59.2
1604.846495	57.6
1546.275455	59.1
1956.272735	56.7
1593.132287	59.1
1639.989119	57.6
1452.561791	53
1768.845407	57.2
1862.559071	56.6
1651.703327	60.4
1663.417535	58.6
1522.847039	60
1358.848127	60.3
1440.847583	59.7
1897.701695	57.4
1745.416991	58.4
1698.560159	58.8
1733.702783	57.4
1839.130655	56.8
1721.988575	58.2
1663.417535	57.5
1487.704415	61.2
1651.703327	59
1721.988575	58.6
1429.133375	60.7
1604.846495	58.3
1452.561791	61.2
1557.989663	61.3
1956.272735	59.2
1522.847039	58.5
1850.844863	59.9
1300.277087	62.3
1557.989663	59.5
1686.845951	56.3
1921.130111	53.8
1604.846495	57.2
1253.420255	59
1464.275999	58.5
1792.273823	61.3
1229.991839	61.4
1546.275455	60.9
1511.132831	58.7
1347.133919	61.2
1241.706047	63.1
1440.847583	62.2
1686.845951	54.7
1780.559615	55.6
1393.990751	57
1546.275455	58.8
1639.989119	59.8
1370.562335	59.8
1405.704959	60.3
1593.132287	54.4
1522.847039	54.7
1089.421343	63.7
1663.417535	59.5
1698.560159	58.6
1792.273823	57.4
1710.274367	58.5
1897.701695	58
1967.986943	56.6
1370.562335	61
1710.274367	58.3
1499.418623	59.9
1265.134463	61.6
1241.706047	60.2
1768.845407	56.3
1651.703327	55.4
1464.275999	55.8
1721.988575	57.6
1780.559615	56.1
1862.559071	56
1358.848127	61
1499.418623	59.4
1429.133375	58.2
1639.989119	53.9
1616.560703	53.8
1862.559071	56.7
1745.416991	54.7
1663.417535	60
1721.988575	57.9
1757.131199	57.8
1604.846495	60.9
1839.130655	57.6
1979.701151	58
1839.130655	57.5
1604.846495	58
1382.276543	62.4
1569.703871	60.4
1686.845951	59
1874.273279	57.9
1827.416447	54.2
1721.988575	57.7
1792.273823	60.1
1546.275455	59.2
1581.418079	59.8
1440.847583	62
1698.560159	58
1663.417535	59.8
1675.131743	61.1
1253.420255	64.1
1745.416991	57.9
1768.845407	61.4
1335.419711	57.1
1440.847583	58.5
1874.273279	58.8
1382.276543	58.7
1171.420799	61.1
1780.559615	59.4
1733.702783	61.4
1288.562879	62.7
1663.417535	59.9
1464.275999	60.6
1546.275455	52.4
1147.992383	61.6
1593.132287	62
1569.703871	59.1
1487.704415	59.2
1604.846495	62.1
1124.563967	63.1
1206.563423	59
1733.702783	61.5
1464.275999	60.9
1159.706591	61.5
1323.705503	60.2
1429.133375	59
1721.988575	61
1581.418079	58.4
1393.990751	61.1
1557.989663	60.2
1874.273279	55.5
1546.275455	59
1827.416447	56.1
1054.278719	63.6
1218.277631	62.5
1358.848127	61.5
1616.560703	58.2
1557.989663	51.6
1475.990207	62.4
1511.132831	59.7
1370.562335	60.8
1546.275455	61.1
1440.847583	60.9
1475.990207	58.7
1265.134463	56.3
1405.704959	57.8
1358.848127	57.1
1159.706591	59.4
1101.135551	60.3
1358.848127	61.9
1393.990751	60
925.422431	63.5
1089.421343	61
1358.848127	61.9
1136.278175	60.1
1288.562879	62.7
1124.563967	63.1
1639.989119	59.9
1393.990751	59.1
1206.563423	62.2
1171.420799	61
1464.275999	62.3
1323.705503	61.9
1546.275455	63.1
1452.561791	63
1792.273823	60.2
1522.847039	61.4
1358.848127	60.7
1464.275999	61.8
1206.563423	60.4
1253.420255	59.6
1616.560703	58.9
1019.136095	60.6
1768.845407	55.7
1229.991839	51.9
1311.991295	56.4
1780.559615	60.3
1499.418623	61.1
1171.420799	59.5
866.851391	59.4
1030.850303	60.2
1511.132831	59.9
1675.131743	55.1
1405.704959	59.6
1733.702783	60.2
1440.847583	54.8
1429.133375	57
972.279263	64.7
1147.992383	59.4
1464.275999	59.1
1218.277631	59.1
1405.704959	60.5
1253.420255	59.7
1944.558527	55.1
1358.848127	48.7
1534.561247	61
1265.134463	61
1382.276543	59.2
1089.421343	62.1
1393.990751	59.9
1194.849215	60.7
1405.704959	60
1382.276543	57.2
983.993471	60.4
925.422431	59.1
1417.419167	63.3
878.565599	59.5
1323.705503	59.5
1417.419167	57.6
1440.847583	59.7
878.565599	59.3
1300.277087	57.8
1206.563423	48.2
925.422431	56.7
1253.420255	59.3
1171.420799	61.6
1183.135007	58.3
1147.992383	59.3
1124.563967	59.3
1112.849759	59
1323.705503	59.5
1101.135551	58
1159.706591	60.8
1124.563967	61.9
1370.562335	58.9
925.422431	57.8
1206.563423	63.5
1265.134463	59.6
1194.849215	57.6
1206.563423	59.8
1183.135007	58.5
1218.277631	60.8
913.708223	60.5
948.850847	58.6
1253.420255	55.5
937.136639	62
1487.704415	58.7
1464.275999	59.6
1159.706591	59.3
1265.134463	57.5
972.279263	62.9
1124.563967	59.3
913.708223	60.7
819.994559	60.9
1311.991295	59.8
1241.706047	54.7
1229.991839	58.1
1065.992927	58.7
1288.562879	57.6
1183.135007	61
1206.563423	62.7
901.994015	62.2
1288.562879	61
1241.706047	62.4
796.566143	62.2
1054.278719	62.7
1019.136095	56.1
1007.421887	57.6
1019.136095	54.6
1358.848127	59.4
1323.705503	57.7
1300.277087	59.8
1265.134463	57.3
1077.707135	56.7
1206.563423	60
937.136639	57.5
1007.421887	59.4
995.707679	55.2
1311.991295	61.4
1229.991839	57.8
972.279263	58.3
1323.705503	62
925.422431	61.7
1194.849215	61.1
831.708767	58.9
855.137183	62
1276.848671	58.6
901.994015	65.3
1019.136095	62.3
1112.849759	57.3
1276.848671	57.9
1229.991839	59.3
1171.420799	62.1
1183.135007	54
1112.849759	61.2
1101.135551	60.5
1206.563423	59.1
737.995103	61.6
878.565599	59.2
972.279263	61.9
749.709311	59.3
1417.419167	59.8
1265.134463	59.8
831.708767	59.9
585.7104	60.7
1077.707135	58.6
1124.563967	59.7
948.850847	59.6
1288.562879	60.9
983.993471	60.7
1393.990751	55.8
1101.135551	61.3
773.137727	57.7
1054.278719	64.2
1124.563967	61
702.85248	62
1019.136095	61.3
1042.564511	60.5
655.995648	61.6
1159.706591	61.3
925.422431	61.8
808.280351	60.7
972.279263	60
1112.849759	60.4
972.279263	62.5
983.993471	62
972.279263	60.1
819.994559	60.3
948.850847	59.6
1112.849759	64.1
1065.992927	58.7
866.851391	61.1
527.13936	57.6
784.851935	61.6
1311.991295	56
995.707679	56.2
972.279263	57.3
1030.850303	60.4
1265.134463	58.9
1019.136095	58.2
1042.564511	57.1
398.283072	56.7
1077.707135	55.6
831.708767	58.6
1030.850303	55.9
1030.850303	59.3
948.850847	62.7
855.137183	58.5
925.422431	61.1
1300.277087	55.3
691.138272	60.9
901.994015	61.5
1159.706591	56.8
691.138272	59.2
995.707679	59.6
866.851391	59.6
655.995648	62.7
983.993471	56.7
1042.564511	61.2
843.422975	56.6
585.7104	59.3
1019.136095	56.3
761.423519	61.3
1007.421887	54
1089.421343	55.2
1065.992927	57.2
667.709856	57
538.853568	62.9
937.136639	56.7
878.565599	62.4
808.280351	58.2
691.138272	61.9
679.424064	57.6
866.851391	59.3
1019.136095	59
855.137183	60.4
609.138816	59.5
913.708223	59.7
585.7104	62
901.994015	60.4
1042.564511	60.5
843.422975	57.2
913.708223	60.8
691.138272	57
972.279263	61.3
702.85248	62
1019.136095	58.8
1147.992383	61.5
773.137727	60
855.137183	62
831.708767	62
1019.136095	60.9
667.709856	60
1136.278175	60.3
667.709856	60.7
901.994015	61.8
726.280896	58
445.139904	60.9
784.851935	59.8
609.138816	61
585.7104	61.7
819.994559	62.9
878.565599	60.5

