flow	speed
2225.699518	55.3
2401.412638	54.2
1522.847039	61.5
1874.273279	57.7
1405.704959	57.4
1757.131199	50.9
1405.704959	55.8
1815.702239	55.3
1522.847039	55.8
1757.131199	59.6
1815.702239	56.8
2342.841598	55.6
1522.847039	59.1
2225.699518	58
1639.989119	57.2
1932.844319	54.8
1581.418079	60.8
1054.278719	61.4
1347.133919	58.8
1874.273279	56.9
1639.989119	55.6
1874.273279	57.9
1815.702239	58.4
1815.702239	56.2
1464.275999	57.4
1698.560159	56.3
1347.133919	61.6
1698.560159	51.8
1581.418079	58.7
1932.844319	59
1464.275999	61.7
1932.844319	55.4
1991.415359	60
1464.275999	54.5
1405.704959	58.8
1698.560159	57.9
1581.418079	56.3
1171.420799	57.2
2108.557439	57.3
1639.989119	58.7
1347.133919	64.3
1874.273279	58.2
1522.847039	60.8
1581.418079	48.4
1522.847039	58.8
1757.131199	61.1
1698.560159	57.5
1464.275999	51.1
1522.847039	58.8
1054.278719	62.4
1464.275999	55.6
2108.557439	58.2
1757.131199	59.9
1171.420799	62.5
1171.420799	59.7
1522.847039	54.3
1639.989119	59.3
1698.560159	52.8
1522.847039	56.8
1405.704959	56.8
1991.415359	53.5
1405.704959	55.8
2284.270558	51.8
1171.420799	64
1639.989119	60.6
1288.562879	60.4
1815.702239	53.6
1757.131199	48.1
1405.704959	60.2
1522.847039	56.3
1698.560159	60.9
1464.275999	56.1
1698.560159	59
1639.989119	54.8
1522.847039	56.9
1229.991839	53.7
1405.704959	56.8
937.136639	60.6
1405.704959	58.1
1229.991839	60.6
1581.418079	57.5
1054.278719	59.4
995.707679	57.3
1639.989119	60.3
1405.704959	58.1
1347.133919	60.6
1229.991839	58.9
1757.131199	57.3
1171.420799	57.2
1288.562879	58.4
1288.562879	59.6
1405.704959	61.1
1815.702239	60.3
1581.418079	62.6
1757.131199	60.8
2342.841598	56.3
1991.415359	57.5
1639.989119	55.3
1815.702239	58.7
1581.418079	56.3
1581.418079	58.1
1698.560159	50
819.994559	48.6
1757.131199	52.1
1347.133919	52.3
1522.847039	52.4
1757.131199	57.6
1054.278719	59.9
1405.704959	58.4
1288.562879	60.4
1112.849759	59.4
1054.278719	57.9
1639.989119	55.3
1698.560159	56.3
1581.418079	56.9
1991.415359	52.6
1581.418079	51.1
1054.278719	60.9
1639.989119	54.5
1932.844319	57.3
1815.702239	55.6
1522.847039	60.8
1229.991839	55.3
1464.275999	53.4
2049.986399	54.1
1874.273279	58.7
1522.847039	57.4
1639.989119	58.8
1639.989119	59.1
1639.989119	56.4
1405.704959	57.7
1288.562879	60.6
1522.847039	54.5
1171.420799	56.6
1522.847039	56.4
1991.415359	60.8
1112.849759	60.4
1171.420799	53
2108.557439	55.6
1698.560159	56.4
937.136639	57.3
1171.420799	55
878.565599	21.1
1288.562879	55.3
1581.418079	57.1
937.136639	57.9
1639.989119	55.4
1288.562879	55.8
1464.275999	58.8
1405.704959	56.4
1698.560159	58.4
1229.991839	50.5
1874.273279	59
1112.849759	60.1
1874.273279	52.9
1229.991839	51.8
1464.275999	61
1581.418079	58.1
1522.847039	54.5
819.994559	56.8
1932.844319	55.9
1581.418079	59.4
819.994559	60.2
1347.133919	56.6
819.994559	57.3
819.994559	55.2
1639.989119	54.9
1581.418079	57.7
1464.275999	57.4
1464.275999	56.4
1171.420799	62.9
1405.704959	56.1
819.994559	59.5
878.565599	55.8
1522.847039	56.8
1815.702239	51.1
1874.273279	52.5
1171.420799	56.1
1171.420799	57.6
1229.991839	58.9
1288.562879	60.9
1288.562879	60.6
1288.562879	55.7
995.707679	61.6
819.994559	56.1
1171.420799	58
1405.704959	55.6
1229.991839	58.9
1347.133919	56.6
2108.557439	55.2
1698.560159	56.4
1639.989119	56.6
1522.847039	54
1288.562879	51.5
1639.989119	57.8
878.565599	57.6
1405.704959	58.4
937.136639	57.4
1698.560159	58.4
1112.849759	56.7
1112.849759	51.5
1288.562879	58.9
1347.133919	59.9
1991.415359	59.9
1288.562879	59.7
995.707679	57.9
1288.562879	56.2
878.565599	61.4
1464.275999	61.2
1815.702239	53.2
1405.704959	54.9
1581.418079	57.2
1288.562879	56.8
1464.275999	51.7
878.565599	56.1
937.136639	55.6
1581.418079	56.6
1054.278719	60.6
819.994559	63.8
1464.275999	59.1
1112.849759	57.9
1932.844319	56
1464.275999	57.2
1347.133919	59.4
585.7104	62
1464.275999	58
1288.562879	54.9
1054.278719	55.5
1054.278719	54.5
1464.275999	59.9
1405.704959	54.5
1288.562879	58.4
995.707679	56.1
1405.704959	62.1
1347.133919	57.3
1347.133919	60.1
1405.704959	59.6
1288.562879	58.4
1229.991839	60.3
1464.275999	58
1464.275999	63.8
1171.420799	58
1522.847039	59.5
878.565599	60.1
761.423519	56
1288.562879	58.9
1054.278719	57.4
1522.847039	57.4
1581.418079	58.4
937.136639	59
1405.704959	54.5
1464.275999	59.1
702.85248	58.4
702.85248	57.4
1288.562879	52.8
819.994559	58.4
1347.133919	57.1
1171.420799	58.9
1932.844319	55.2
1405.704959	55.8
1522.847039	50.3
702.85248	58.4
1405.704959	54.2
527.13936	49.1
1405.704959	54.9
1522.847039	59.5
1112.849759	60.1
1347.133919	57.6
937.136639	59
1932.844319	50.2
1229.991839	59.7
1054.278719	59.5
1171.420799	51.1
937.136639	54
1171.420799	55.9
1112.849759	53.4
878.565599	61.6
1229.991839	53.7
1288.562879	56
1347.133919	52
819.994559	59.9
1405.704959	56
585.7104	60.6
761.423519	46
1464.275999	50.6
1522.847039	56.1
1757.131199	57.8
819.994559	62.9
995.707679	55.3
819.994559	56.8
1522.847039	57
995.707679	60.2
1054.278719	55.9
937.136639	58.4
1581.418079	59.2
1347.133919	58.8
644.28144	58.4
1347.133919	56.6
527.13936	57.4
1054.278719	60.1
1522.847039	60.4
995.707679	55
937.136639	59
937.136639	48.1
1288.562879	61.1
819.994559	62.9
1171.420799	55.6
1229.991839	61.9
1288.562879	59.4
761.423519	58.4
937.136639	61.6
1054.278719	57.9
1054.278719	59
1522.847039	55.2
1112.849759	59.9
995.707679	58.4
1112.849759	54
761.423519	59.3
1464.275999	57.7
937.136639	59.3
1171.420799	59.5
937.136639	62.1
1112.849759	60.9

